,incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes
3677,INC000522,Kidnaping,Wes,Centerville,PA,5612 Lincoln St,26.646302,-70.757553,2019-10-16 09:47:55,OFF0135,Robert,Johnson,2544.0,SUS00101,Ashley,Hill,16.0,f,BLACK,VIC00824,Daniel,Jackson,60.0,female,388-541-8292,blunt object,3,closed,No Arrest,1.0,24392.59,YES,Incident at 5612 Lincoln St. Officer responded at scene.
3684,INC001446,Arsen,east,Riverside,PA,2376 Sunset Blvd,25.79072,-89.504922,2020-06-03 12:53:10,OFF0031,Thomas,Green,6949.0,SUS00427,Linda,Davis,72.0,male,asian,VIC00862,Linda,Brown,243.0,MALE,3836941768,Knife,Critical,CLOSED,Warning Issued,5.0,15339.0,0,Incident at 2376 Sunset Blvd. Officer responded at scene.
3686,INC001260,B&E,Mid,Lakewood,GA,1536 Cedar Lane,39.134786,-90.489777,2020-12-22 23:44:11,OFF0112,Michelle,Hall,2548.0,SUS00731,Patricia,Scott,74.0,M,Other,VIC00692,Daniel,Miller,59.0,m,(288) -85-8-2129,Pistol,Critical,under investigation,Case Dismissed,1.0,47426.75,1,Incident at 1536 Cedar Lane. Officer responded at scene.
3689,INC002186,DUII,Northeast,Maplewood,NC,1843 River Rd,37.578311,-114.295619,2018-06-09 13:25:27,OFF0065,James,Thompson,8591.0,SUS00367,Michelle,Jackson,37.0,Unknown,asian,VIC00929,Richard,Moore,41.0,Other,3688915887,Knife,4,Closed,warning,4.0,10479.4,no,Incident at 1843 River Rd. Officer responded at scene.
3701,INC001834,THEFT,Central,Centerville,OH,7388 Main St,34.970101,-70.594291,2022-10-07 03:19:27,OFF0096,Patricia,Thomas,9362.0,SUS00514,Jessica,Garcia,18.0,female,Asian,VIC00655,Thomas,Torres,21.0,m,875-920-6187,Hands/Feet,low,Closed,Arrest Made,4.0,34755.16,yes,Incident at 7388 Main St. Officer responded at scene.
3708,INC002707,DRUG OFFENSE,North  ,Fairview,OH,8142 Oak Ave,35.170591,-76.433346,2022-07-17 00:26:48,OFF0115,Thomas,Walker,8343.0,SUS00502,John,Davis,54.0,female,Black,VIC00121,Donna,Thompson,27.0,female,339-822-2722,firearm,High,Resolved,warning,2.0,1476.46,NO,Incident at 8142 Oak Ave. Officer responded at scene.
3712,INC004563,SA,North,Riverside,CA,6677 Washington Ave,45.521238,-72.663387,2022-08-13 23:19:49,OFF0047,  Barbara  ,Young,1707.0,SUS00547,Jennifer,Anderson,59.0,male,Unknown,VIC00798,Jennifer,Moore,49.0,MALE,2121062532,Bat,Crit,Resolved,Arrest Made,3.0,44721.2,yes,Incident at 6677 Washington Ave. Officer responded at scene.
3715,INC003909,Arson,NORTH,Riverside,IL,1639 Oak Ave,39.436017,-90.630823,2022-12-24 15:22:31,OFF0016,Thomas,Flores,5147.0,SUS00693,Daniel,Hall,62.0,FEMALE,White,VIC00914,Michelle,Hall,89.0,Female,505-643-9606,hands,low,CLOSED,Case Dismissed,3.0,37782.54,yes,Incident at 1639 Oak Ave. Officer responded at scene.
3735,INC004800,Scam,SOUTHWEST,Oakdale,IL,9106 Oak Ave,45.988153,-104.494429,2022-08-07 22:49:51,OFF0101,Jessica,Torres,1308.0,SUS00580,Ashley,Young,35.0,Male,BLACK,VIC00727,Richard,Moore,63.0,Male,(796) -61-7-8916,firearm,Medium,Open,warning,1.0,25483.58,0,Incident at 9106 Oak Ave. Officer responded at scene.
3739,INC000014,KIDNAPPING, Midtown,Centerville,AZ,7137 Lincoln St,31.173097,-77.710916,2018-09-27 06:03:14,OFF0072,Mark,White,4995.0,SUS00769,Nancy,Hall,39.0,M,White,VIC00507,Jennifer,Harris,37.0,M,464-448-5581,hands,Med,Open,Dismissed,1.0,4280.65,1,Incident at 7137 Lincoln St. Officer responded at scene.
3780,INC004590,Narcotics, East,Springfield,NC,1542 Park Rd,41.386025,-115.164962,2023-10-01 04:07:37,OFF0096,Susan,White,4345.0,SUS00620,Matthew,Davis,59.0,F,Hispanic,VIC00669,Carol,Brown,228.0,male,732-313-3545,Knife,CRITICAL,Pendng,Dismissed,4.0,-8313.5,1,Incident at 1542 Park Rd. Officer responded at scene.
3783,INC000465,Drug Offense, Central,Lakewood,FL,1933 Sunset Blvd,26.349702,-88.308592,2022-10-10 01:45:33,OFF0109,Matthew,Allen,2273.0,SUS00559,Ashley,Wright,258.0,Male,BLACK,VIC00401,Anthony,Johnson,18.0,F,981-266-1242,Unarmed,Critical,Investgation,Arres Made,4.0,8865.57,True,Incident at 1933 Sunset Blvd. Officer responded at scene.
3791,INC001132,Drugs,Midtown  ,Riverside,TX,3778 Oak Ave,33.598864,-82.753975,2021-07-14 00:44:13,OFF0135,Anthony,Harris,4455.0,SUS00120,Robert,Moore,-25.0,F,Other,VIC00325,Donna,Jackson,210.0,Unknown,4865379656,Gun,MEDIUM,under investigation,Case Dismissed,5.0,4977.29,Yes,Incident at 3778 Oak Ave. Officer responded at scene.
3792,INC003751,KIDNAPPING,midtown,Fairview,AZ,2135 Elm Blvd,36.655905,-117.98703,2019-03-16 13:03:37,OFF0001,Ashley,White,6111.0,SUS00324,Thomas,Flores,57.0,Male,Hispanic,VIC00430,Emily,Anderson,15.0,Other,625-259-8594,KNIFE,Med,CLOSED,arrest made,2.0,48302.41,False,Incident at 2135 Elm Blvd. Officer responded at scene.
3802,INC001766,Arson,Southwest  ,Oakdale,PA,874 Lincoln St,44.547323,-88.123985,2022-09-19 18:24:44,OFF0091,Mark,Nguyen,1422.0,SUS00496,Mark,Jackson,28.0,FEMALE,BLACK,VIC00743,Michael,Thompson,80.0,female,2778881742,Blunt Object,CRITICAL,Resolved,arrest made,4.0,-41645.47,YES,Incident at 874 Lincoln St. Officer responded at scene.
3808,INC003422,  vandalism  ,North  ,Maplewood,IL,9241 Maple Dr,33.413828,-96.851338,2023-10-31 11:18:12,OFF0124,Linda,Nguyen,2720.0,SUS00607,Donna,Thomas,36.0,female,Black,VIC00665,Anthony,Nguyen,79.0,FEMALE,8924809662,Firearm,CRITICAL,Open,Dismissed,1.0,18927.8,Yes,Incident at 9241 Maple Dr. Officer responded at scene.
3809,INC002501,drug offense,WEST,Hillcrest,CA,3523 Park Rd,31.005137,-91.932271,2024-08-24 20:01:15,OFF0112,  Carol  ,Smith,9902.0,SUS00499,Richard,Hall,26.0,M,white,VIC00443,Thomas,Smith,27.0,Female,531-664-4795,Knife,low,closed,Arres Made,5.0,30202.29,0,Incident at 3523 Park Rd. Officer responded at scene.
3820,INC001573,ARSON, Northeast,Centerville,FL,2442 Main St,33.522244,-115.704349,2018-09-24 15:16:57,OFF0099,James,Smith,3293.0,SUS00439,Ashley,Young,42.0,MALE,hispanic,VIC00899,Emily,Brown,84.0,Other,248-235-8634,Bat,Critical,CLOSED,warning,2.0,17358.65,NO,Incident at 2442 Main St. Officer responded at scene.
3822,INC002022,ARSON,Sou,Springfield,GA,5622 Cedar Lane,44.024688,-118.215357,2019-02-06 05:32:17,OFF0074,Daniel,Wilson,8994.0,SUS00535,Barbara,Miller,18.0,Male,Unknown,VIC00813,Michelle,Taylor,12.0,MALE,855-919-4145,Pistol,Critical,closed,Case Dismissed,1.0,12792.05,YES,Incident at 5622 Cedar Lane. Officer responded at scene.
3829,INC004118,Abduction,northeast,Fairview,PA,4569 Cedar Lane,32.288055,-104.980701,2018-12-07 09:24:33,OFF0149,Charles,Allen,9953.0,SUS00070,Barbara,Hall,30.0,female,Black,VIC00089,Susan,Wilson,32.0,F,867-665-7083,Gun,low,Closed,Arres Made,3.0,21351.24,Yes,Incident at 4569 Cedar Lane. Officer responded at scene.
3878,INC003822,DV,Sou,Oakdale,GA,5078 Lincoln St,26.711859,-110.753653,2021-03-15 02:56:49,OFF0059,Barbara,Green,4334.0,SUS00559,William,Scott,73.0,F,Black,VIC00146,Joseph,Taylor,47.0,Other,753-137-5987,Blunt Object,high,Resolved,arrest made,3.0,2298.88,NO,Incident at 5078 Lincoln St. Officer responded at scene.
3922,INC004697,CYBER CRIME, Central,Oakdale,AZ,580 Cedar Lane,42.990078,-90.338103,2021-08-11 12:51:14,OFF0091,Robert,Brown,6118.0,SUS00424,Nancy,Williams,16.0,Other,Unknown,VIC00633,Linda,Wilson,14.0,female,611-137-9533,hands,Low,Resolved,Dismissed,0.0,37960.0,True,Incident at 580 Cedar Lane. Officer responded at scene.
3928,INC000290,robbery,Nor,Hillcrest,NC,9985 Park Rd,43.706404,-109.046849,2022-10-17 02:32:40,OFF0121,Mark,Smith,6135.0,SUS00524,Richard,Scott,24.0,Unknown,white,VIC00084,Joseph,Lee,44.0,Female,660-498-4165,hands,1,Under Investigation,arrest made,0.0,23687.35,no,Incident at 9985 Park Rd. Officer responded at scene.
3932,INC002114,Cybercrime,NOR,Fairview,IL,2849 Sunset Blvd,111.7868,-120.868138,2020-07-19 22:29:02,OFF0084,David,White,5144.0,SUS00715,Mark,Lee,-51.0,f,White,VIC00782,Matthew,Davis,38.0,Female,8885353378,Firearm,CRITICAL,CLOSED,Dismissed,2.0,8223.27,0,Incident at 2849 Sunset Blvd. Officer responded at scene.
3941,INC002917,ASSAULT,northeast,Fairview,NY,3904 Lincoln St,41.801909,-108.040512,07-07-2020,OFF0072,Barbara,Young,7862.0,SUS00169,James,Wilson,-45.0,Female,hispanic,VIC00969,Linda,Moore,41.0,Unknown,248-337-8289,Rifle,4,Pendng,Case Dismissed,4.0,8646.49,0,Incident at 3904 Lincoln St. Officer responded at scene.
3942,INC002452,Kidnaping, West,Centerville,CA,6393 Park Rd,33.540377,-84.097751,2021-07-04 20:59:25,OFF0012,Jessica,Walker,5215.0,SUS00050,Patricia,Torres,37.0,male,BLACK,VIC00361,Nancy,Smith,47.0,Unknown,223-586-2765,Rifle,low,Under Investigation,arrest made,5.0,45782.65,True,Incident at 6393 Park Rd. Officer responded at scene.
3944,INC000087,DRUG OFFENSE,Eas,Hillcrest,TX,4672 Lincoln St,26.605604,75.3589,2022-02-18 12:26:21,OFF0116,David,Lee,6008.0,SUS00711,Charles,Young,298.0,m,white,VIC00982,James,Taylor,41.0,m,426-829-8145,hands,3,closed,Warning Issued,-5.0,36648.64,0,Incident at 4672 Lincoln St. Officer responded at scene.
3945,INC003544,Abduction,East,Oakdale,TX,8477 Elm Blvd,26.192498,-100.73206,2024-12-27 16:51:04,OFF0072,Barbara,Jackson,2653.0,SUS00024,Emily,Hill,66.0,M,white,VIC00819,Mary,Flores,73.0,M,753-325-4477,Rifle,High,open,warning,1.0,23517.46,No,Incident at 8477 Elm Blvd. Officer responded at scene.
3955,INC001237,ASSAULT,southwest,Springfield,AZ,984 Main St,38.978453,-104.91061,2019-10-03 09:42:35,OFF0006,William,Garcia,9835.0,SUS00402,Linda,Williams,18.0,Other,BLACK,VIC00368,Sarah,Moore,71.0,female,899-398-4278,Bat,high,CLOSED,Case Dismissed,2.0,47281.53,No,Incident at 984 Main St. Officer responded at scene.
3957,INC001096,Fraud,North  ,Lakewood,GA,9424 Elm Blvd,28.846854,-94.926275,25-09-2019,OFF0093,michelle,White,4074.0,SUS00551,David,Green,51.0,female,white,VIC00898,Charles,Garcia,29.0,M,265-756-8906,hands,3,CLOSED,arrest made,1.0,29824.34,False,Incident at 9424 Elm Blvd. Officer responded at scene.
3962,INC002880,DWI,Cen,Lakewood,NY,9575 Elm Blvd,41.199169,-98.977241,2019-10-10 14:13:00,OFF0036,Chris,Smith,4552.0,SUS00293,Joseph,Williams,59.0,M,BLACK,VIC00531,Michael,Hall,13.0,m,297-530-7183,Firearm,Low,Pendng,Case Dismissed,3.0,48576.08,No,Incident at 9575 Elm Blvd. Officer responded at scene.
3964,INC002551,DRUG OFFENSE,Nor,Riverside,IL,4142 Oak Ave,43.936658,-105.710584,2020-02-22 10:31:36,OFF0035,Karen,Nguyen,9652.0,SUS00746,Nancy,Jones,47.0,m,Asian,VIC00052,Sarah,Brown,220.0,Unknown,420-834-5905,Blunt Object,low,closed,arrest made,5.0,15189.53,Yes,Incident at 4142 Oak Ave. Officer responded at scene.
3970,INC001639,Drugs,west,Maplewood,GA,328 Washington Ave,42.756041,-118.144392,2021-09-20 20:27:58,OFF0015,Anthony,Green,6054.0,SUS00577,William,Allen,65.0,f,Hispanic,VIC00123,David,Wilson,78.0,Other,664-201-1498,Gun,MEDIUM,CLOSED,NO ARREST,4.0,8959.6,False,Incident at 328 Washington Ave. Officer responded at scene.
3975,INC002913,drug offense,south,Springfield,NY,727 Lincoln St,47.366582,-87.97806,2022-02-21 05:27:50,OFF0123,Daniel,Nguyen,9229.0,SUS00220,Emily,Smith,22.0,FEMALE,asian,VIC00918,Emily,Torres,76.0,female,7583142921,Bat,2,CLOSED,Arrest Made,1.0,6384.47,1,Incident at 727 Lincoln St. Officer responded at scene.
3976,INC000204,DRUG OFFENSE, Northeast,Oakdale,CA,6351 Park Rd,29.802875,-90.259864,2018-08-22 00:16:39,OFF0040,Charles,Walker,9151.0,SUS00100,Robert,Scott,70.0,female,asian,VIC00889,Donna,Flores,21.0,MALE,296-565-6139,firearm,4,OPEN,Warning Issued,0.0,14005.87,NO,Incident at 6351 Park Rd. Officer responded at scene.
3977,INC002988,Arsen,North  ,Oakdale,TX,758 Park Rd,39.628766,-73.179808,2022-12-23 01:04:50,OFF0064,Daniel,Anderson,5058.0,SUS00703,Joseph,Jones,36.0,female,Hispanic,VIC00511,William,Taylor,65.0,female,643-779-9998,Hands/Feet,low,CLOSED,Warning Issued,2.0,27586.06,0,Incident at 758 Park Rd. Officer responded at scene.
3992,INC003616,Hacking,Central  ,Centerville,NC,699 Oak Ave,198.2187,-81.972957,2021-06-24 05:53:31,OFF0081,Sarah,Jackson,9368.0,SUS00772,Robert,Jones,56.0,M,Asian,VIC00490,Daniel,Nguyen,73.0,male,796-201-4342,Hands/Feet,Medium,Pending,Case Dismissed,0.0,14648.96.0,False,Incident at 699 Oak Ave. Officer responded at scene.
4011,INC004212,CYBER CRIME,north,Hillcrest,OH,8913 Maple Dr,47.245523,-84.608058,2021-09-09 02:29:22,OFF0042,Jessica,Young,3176.0,SUS00331,Charles,Hall,28.0,M,Other,VIC00439,Linda,Hill,78.0,Other,938-559-7648,Bat,4,closed,No Arrest,3.0,18095.24,NO,Incident at 8913 Maple Dr. Officer responded at scene.
4013,INC003395,Arsen,Midtown  ,Centerville,PA,7889 Park Rd,47.69803,-102.623185,2022-08-21 01:59:42,OFF0049,anthony,Anderson,9905.0,SUS00467,Barbara,Martin,55.0,Female,White,VIC00030,John,Green,12.0,male,563-493-2856,Unarmed,CRITICAL,Pending,Case Dismissed,4.0,-6824.7,No,Incident at 7889 Park Rd. Officer responded at scene.
4018,INC001630,Graffiti,NORTH,Fairview,IL,6322 Park Rd,40.778555,-117.487852,2019-07-20 21:22:19,OFF0114,James,Smith,7401.0,SUS00795,Michelle,Wright,70.0,Other,BLACK,VIC00567,Patricia,Nguyen,15.0,FEMALE,997-894-5903,Gun,3,CLOSED,NO ARREST,0.0,31978.34,0,Incident at 6322 Park Rd. Officer responded at scene.
4051,INC003503,HOMICIDE,North,Riverside,OH,8095 Maple Dr,135.0478,88.1769,2019-07-18 15:40:03,OFF0072,Donna,Hall,5550.0,SUS00498,Michelle,Moore,56.0,m,asian,VIC00638,Emily,White,46.0,f,624-579-5718,Firearm,Low,OPEN,Warning Issued,2.0,3754.41,yes,Incident at 8095 Maple Dr. Officer responded at scene.
4057,INC000138,Sexual Assault,Northwest,Hillcrest,IL,2815 Washington Ave,25.099565,-84.281834,2019-10-27 22:08:37,OFF0130,Michelle,Allen,8777.0,SUS00376,Jennifer,White,58.0,Female,Hispanic,VIC00855,Richard,Jackson,37.0,FEMALE,433-517-2848,Pistol,Medium,CLOSED,No Arrest,4.0,6795.62,NO,Incident at 2815 Washington Ave. Officer responded at scene.
4060,INC000546,Arsen,South,Riverside,NY,9003 Elm Blvd,35.267366,-118.27311,2024-05-20 05:35:47,OFF0081,Patricia,Davis,5006.0,SUS00288,Patricia,Thompson,280.0,Other,Hispanic,VIC00003,Karen,Hall,80.0,Other,(570) -91-5-4867,firearm,Low,Investgation,Dismissed,5.0,9849.34,No,Incident at 9003 Elm Blvd. Officer responded at scene.
4061,INC000776,Robbry,Cen,Lakewood,AZ,9485 Sunset Blvd,30.732708,-112.938226,2020-05-25 18:01:07,OFF0014,Jessica,Young,6360.0,SUS00490,Susan,Garcia,57.0,Male,Hispanic,VIC00235,Matthew,Anderson,74.0,Unknown,411-564-8570,Hands/Feet,High,closed,Dismissed,1.0,26850.65,True,Incident at 9485 Sunset Blvd. Officer responded at scene.
4077,INC004228,manslaughter,SOUTHWEST,Riverside,GA,3686 Main St,25.103527,-101.908518,2022-02-11 07:12:18,OFF0119,Linda,Brown,8904.0,SUS00647,Anthony,Hill,50.0,F,asian,VIC00729,Charles,Hill,17.0,m,(546) -39-8-5001,Pistol,Crit,under investigation,NO ARREST,1.0,40878.48,YES,Incident at 3686 Main St. Officer responded at scene.
4100,INC002457,DUI,Southwest  ,Springfield,PA,5771 Sunset Blvd,40.69608,-94.674713,2024-11-01 16:19:36,OFF0066,Patricia,Allen,4162.0,SUS00661,Patricia,Johnson,37.0,Unknown,Unknown,VIC00804,James,Jones,77.0,Male,352-372-1642,Hands/Feet,Crit,closed,No Arrest,2.0,25744.75,No,Incident at 5771 Sunset Blvd. Officer responded at scene.
4106,INC003640,drug offense,Central,Riverside,NC,2854 River Rd,40.702345,-94.768301,2021-06-27 06:28:24,OFF0144,Carol,Miller,2139.0,SUS00301,Joseph,Allen,42.0,Other,White,VIC00497,James,Jones,-57.0,f,855-584-7818,Unarmed,2,Pendng,NO ARREST,5.0,10110.98,False,Incident at 2854 River Rd. Officer responded at scene.
4108,INC000779,Larceny,West  ,Hillcrest,PA,4111 River Rd,39.702213,-104.234974,2021-02-25 02:10:17,OFF0081,Patricia,Allen,7771.0,SUS00120,John,Davis,28.0,Unknown,white,VIC00426,Jennifer,Jones,43.0,M,276-623-3434,Rifle,high,Resolved,NO ARREST,0.0,29672.95,No,Incident at 4111 River Rd. Officer responded at scene.
4110,INC001488,cyber crime,East,Riverside,PA,7754 Main St,31.939706,-91.672451,2021-01-22 00:26:48,OFF0101,Anthony,Brown,1183.0,SUS00060,Robert,Jackson,18.0,MALE,BLACK,VIC00525,Susan,Williams,63.0,female,9611587960,Gun,Low,Open,arrest made,4.0,-38229.74,YES,Incident at 7754 Main St. Officer responded at scene.
4115,INC004102,Burglry,Sou,Springfield,IL,3384 Lincoln St,25.219386,-104.254685,2020-06-23 03:05:05,OFF0019,Donna,Brown,5459.0,SUS00610,Mary,Green,35.0,Unknown,Black,VIC00086,James,Harris,67.0,Unknown,8102116884,Gun,CRITICAL,open,Case Dismissed,0.0,41379.54,True,Incident at 3384 Lincoln St. Officer responded at scene.
4117,INC001211,Burglary,Northwest,Oakdale,PA,7945 Elm Blvd,32.722218,-98.666344,2019-08-20 08:40:14,OFF0073,William,Flores,5440.0,SUS00360,Patricia,Allen,66.0,Unknown,White,VIC00416,Barbara,Walker,28.0,Female,950-954-1127,KNIFE,Low,open,Case Dismissed,5.0,13834.31,no,Incident at 7945 Elm Blvd. Officer responded at scene.
4134,INC003167,Drug Offense,Nor,Centerville,IL,2931 Cedar Lane,47.463383,-98.294744,2018-09-10 03:30:53,OFF0090,Sarah,Torres,8380.0,SUS00111,Charles,Brown,-34.0,F,white,VIC00707,Patricia,Jones,15.0,male,724-585-3135,Rifle,3,Under Investigation,Dismissed,3.0,17049.38,NO,Incident at 2931 Cedar Lane. Officer responded at scene.
4137,INC004760,HOMICIDE,NORTHWEST,Maplewood,PA,1060 Washington Ave,45.667658,-101.82672,2018-07-25 00:48:10,OFF0140,Sarah,Lee,1330.0,SUS00182,Mark,Nguyen,54.0,Female,asian,VIC00011,Linda,Scott,200.0,Male,656-461-6861,Blunt Object,Crit,OPEN,Dismissed,5.0,13177.71,1,Incident at 1060 Washington Ave. Officer responded at scene.
4176,INC000694,Dom. Violence,Midtown  ,Hillcrest,NC,8609 Elm Blvd,31.230591,-84.732116,2023-06-06 11:02:50,OFF0084,Linda,Martin,2719.0,SUS00384,Karen,Garcia,46.0,Other,Unknown,VIC00193,Michelle,Jones,65.0,female,(334) -70-0-6816,Hands/Feet,Med,closed,Warning Issued,2.0,18256.48.0,0,Incident at 8609 Elm Blvd. Officer responded at scene.
4186,INC001776,Homicide,East  ,Lakewood,NC,2378 Oak Ave,32.081333,-102.218706,2019-05-07 18:13:46,OFF0133,Nancy,Hall,9529.0,SUS00584,Jennifer,Allen,32.0,Other,asian,VIC00016,Patricia,Walker,15.0,f,928-876-9392,Gun,2,open,No Arrest,3.0,17422.27,yes,Incident at 2378 Oak Ave. Officer responded at scene.
4205,INC003942,arson,Sou,Oakdale,NY,8579 Main St,34.851396,-89.617722,2021-07-05 02:49:53,OFF0104,Joseph,Anderson,2944.0,SUS00053,Jessica,Hall,23.0,f,Black,VIC00899,Thomas,Torres,50.0,MALE,(202) -28-5-3067,Pistol,CRITICAL,closed,Dismissed,0.0,25909.92,yes,Incident at 8579 Main St. Officer responded at scene.
4243,INC004455,ARSON, East,Centerville,TX,6557 Lincoln St,39.582184,-110.772178,2021-12-27 07:05:49,OFF0030,Mary,Wilson,2963.0,SUS00483,Daniel,Torres,65.0,f,asian,VIC00969,Daniel,Hall,19.0,MALE,2236611585,firearm,Low,under investigation,No Arrest,-3.0,48900.02,False,Incident at 6557 Lincoln St. Officer responded at scene.
4249,INC001640,VANDALISM,West,Centerville,IL,922 River Rd,30.682994,-76.45258,2023-06-28 06:00:28,OFF0093,Nancy,Johnson,8857.0,SUS00002,Nancy,White,74.0,female,White,VIC00479,Linda,Young,72.0,male,534-217-1403,Firearm,4,Pendng,Arres Made,1.0,33228.9,No,Incident at 922 River Rd. Officer responded at scene.
4250,INC004044,CYBER CRIME,North  ,Springfield,OH,2876 Main St,27.82134,-121.000132,2020-04-28 17:24:41,OFF0032,Karen,Scott,6038.0,SUS00775,Anthony,Harris,67.0,MALE,Unknown,VIC00641,James,Jones,252.0,female,447-114-8445,Hands/Feet,Crit,Resolved,Arrest Made,-2.0,14706.17,Yes,Incident at 2876 Main St. Officer responded at scene.
4286,INC003354,Drug Offense,   West  ,Fairview,NY,4930 Park Rd,46.732627,-90.413487,2018-06-13 02:11:03,OFF0072,Charles,Johnson,1141.0,SUS00772,Charles,Brown,46.0,F,hispanic,VIC00243,Ashley,Moore,34.0,M,(354) -71-0-1019,Blunt Object,1,OPEN,arrest made,4.0,1383.57,True,Incident at 4930 Park Rd. Officer responded at scene.
4287,INC003927,Dom. Violence,Northwest,Oakdale,IL,9889 Sunset Blvd,46.229991,-113.104948,2022-06-29 06:37:24,OFF0073,mark,Torres,8994.0,SUS00110,Donna,Nguyen,46.0,FEMALE,White,VIC00749,Daniel,Anderson,20.0,Other,291-398-1702,Pistol,High,Resolved,Warning Issued,-2.0,27238.71,yes,Incident at 9889 Sunset Blvd. Officer responded at scene.
4310,INC004698,vandalism,SOUTHWEST,Hillcrest,FL,9609 Main St,136.8835,-105.259301,2019-01-18 15:49:39,OFF0004,Robert,Thompson,2133.0,SUS00632,David,Williams,42.0,Unknown,Other,VIC00702,Jessica,Smith,27.0,M,532-328-4430,Knife,1,Under Investigation,arrest made,3.0,11519.09,no,Incident at 9609 Main St. Officer responded at scene.
4313,INC000836,Homicide, Midtown,Riverside,PA,6657 Washington Ave,45.953701,-116.662341,2018-02-25 08:37:27,OFF0059,Michelle,Walker,9938.0,SUS00302,Patricia,Hall,165.0,FEMALE,Black,VIC00374,Richard,Wilson,51.0,female,618-494-3514,Rifle,CRITICAL,Pending,No Arrest,1.0,43304.06,no,Incident at 6657 Washington Ave. Officer responded at scene.
4319,INC001071,arson,Sou,Riverside,AZ,3246 Elm Blvd,43.757314,-74.408708,2019-10-19 01:36:53,OFF0021,Ashley,Smith,8162.0,SUS00407,Mark,Jackson,59.0,M,Black,VIC00863,Carol,Wilson,70.0,FEMALE,720-610-8651,Gun,MEDIUM,Pendng,Dismissed,5.0,35227.0,0,Incident at 3246 Elm Blvd. Officer responded at scene.
4324,INC002282,theft, Southeast,Riverside,GA,9959 Cedar Lane,31.972965,-89.938745,2018-04-26 12:32:07,OFF0118,James,Moore,6529.0,SUS00725,Donna,Torres,26.0,Female,Asian,VIC00335,Barbara,Hall,84.0,MALE,999-825-6818,KNIFE,MEDIUM,Pending,Dismissed,2.0,28163.23,1,Incident at 9959 Cedar Lane. Officer responded at scene.
4346,INC003233,domestic violence,NORTHEAST,Lakewood,OH,8984 Oak Ave,41.000315,-119.724071,2022-06-08 23:28:42,OFF0033,CHRIS,Brown,4476.0,SUS00154,Michael,White,40.0,f,White,VIC00513,Matthew,Young,75.0,m,987-990-6331,Knife,Medium,Resolved,NO ARREST,4.0,20351.29,no,Incident at 8984 Oak Ave. Officer responded at scene.
4347,INC001228,Homocide,Southeast,Springfield,FL,3911 Park Rd,32.306134,-114.75141,2020-10-24 06:14:36,OFF0007,JESSICA,Garcia,8675.0,SUS00318,Emily,Torres,68.0,m,white,VIC00485,Mark,Martin,77.0,male,371-619-7441,Knife,low,Closed,NO ARREST,0.0,15580.22,NO,Incident at 3911 Park Rd. Officer responded at scene.
4352,INC004639,homicide,MIDTOWN,Oakdale,NC,3695 Cedar Lane,37.130884,-76.524869,2023-04-04 21:43:40,OFF0101,Robert,Hall,5786.0,SUS00291,Michelle,Martin,41.0,f,Asian,VIC00979,Jennifer,Moore,30.0,M,(277) -77-4-9001,Firearm,Low,open,NO ARREST,1.0,37937.56,False,Incident at 3695 Cedar Lane. Officer responded at scene.
4357,INC000753,homicide,Nor,Maplewood,AZ,456 Park Rd,31.653783,-80.221882,2023-06-05 08:01:35,OFF0056,Linda,Garcia,5702.0,SUS00388,Donna,Scott,57.0,F,asian,VIC00292,Matthew,Williams,52.0,female,966-520-4288,Pistol,Medium,CLOSED,arrest made,3.0,10200.65,No,Incident at 456 Park Rd. Officer responded at scene.
4361,INC001006,Battery,Sou,Centerville,IL,5037 River Rd,38.390941,83.5028,2018-12-22 15:53:15,OFF0029,Nancy,Martin,6414.0,SUS00070,Patricia,Anderson,46.0,FEMALE,hispanic,VIC00132,Mary,Green,35.0,MALE,320-429-7044,Bat,Low,Under Investigation,NO ARREST,2.0,6511.38,1,Incident at 5037 River Rd. Officer responded at scene.
4364,INC000767,homicide,Central    ,Hillcrest,OH,3513 Lincoln St,39.221386,-76.128073,03/10/2021 00:27,OFF0146,Donna,Brown,6900.0,SUS00246,Mary,White,35.0,m,Black,VIC00268,Chris,Williams,77.0,male,(484) -59-1-3906,blunt object,Low,closed,warning,4.0,8575.81,NO,Incident at 3513 Lincoln St. Officer responded at scene.
4365,INC004937,DV,   North  ,Oakdale,NY,3252 River Rd,28.406685,-86.385099,2021-06-15 16:17:11,OFF0007,Anthony,Hall,9319.0,SUS00086,Barbara,Thomas,33.0,Unknown,Hispanic,VIC00300,John,Scott,67.0,male,360-453-6829,Firearm,1,Pendng,Warning Issued,5.0,21621.94,True,Incident at 3252 River Rd. Officer responded at scene.
4389,INC000349,Vandlism,South,Oakdale,OH,417 Elm Blvd,46.449214,-121.674607,2018-05-03 10:02:24,OFF0011,Robert,Torres,6027.0,SUS00382,Charles,Walker,71.0,male,Black,VIC00982,Chris,Flores,24.0,m,533-989-6199,Blunt Object,Critical,Open,arrest made,2.0,24026.46,True,Incident at 417 Elm Blvd. Officer responded at scene.
